epoch,loss_D,loss_G,epoch_time_sec
0,0.49176398141587035,0.8583450781538131,15.715451800002484
1,0.2667737193247105,1.5046530160498113,32.43045529999654
2,0.1369147487301776,4.506250620902853,48.64886459999252
3,0.41996683989592054,3.816167159283415,66.43854259999353
4,0.209899616130489,3.3140566272938505,84.68841669999529
5,0.47368315436104513,2.935728182691209,103.27213269998902
6,0.43929760122394307,3.4780173778533934,122.40805749999708
7,0.6095606412976347,1.314924221850456,141.37499260000186
8,0.4935607797604926,1.5014948768818632,157.92066450000857
9,0.4267458076806779,2.233239592897131,175.49589389999164
10,0.6613516689298001,1.9980672813476401,191.38479450001614
11,0.452142090112605,1.6363714032984795,209.42332679999527
12,0.6889803264369356,1.327967227646645,227.21884099999443
13,0.4689623811777602,1.5266600416061726,245.5413416000083
14,0.4297122932494955,1.738505927806205,264.23731739999494
15,0.4851495012323907,1.9969754300218947,283.02820860000793
16,0.31117886761401564,3.530624869529237,301.4027371999982
17,0.3906131643564143,2.8651820147291143,320.1668692000094
18,0.3553661806152222,2.3265471392489494,336.5527943999914
19,0.5115948078480173,2.2045388871050897,352.6104980999953
20,0.4955120083499462,2.210463457665545,368.9140780000016
21,0.5792299900917297,1.6515808767460762,384.90660300001036
22,0.37094216143831293,2.2442264450357317,401.9451320999942
23,0.38525116399247594,1.7813014400766252,420.4666975
24,0.3743888422529748,2.1275701056135463,439.2605801000027
25,0.339159317219511,2.0433446752264146,457.6435325999919
26,0.42103850480089794,2.154087265501631,475.3110233999905
27,0.5329147746588322,1.7067422491438846,494.12820470001316
28,0.47844313586011844,2.08199709527036,514.8104858000006
29,0.39475852105211706,1.9303886124428282,544.4629536000139
30,0.4239777934995103,2.079295997923993,560.6774332000059
31,0.44766330617539424,1.8830248908793672,575.6699440999946
32,0.3899967529038165,2.903463767944498,590.6480696999934
33,0.27613178142841827,3.28817396671214,606.8877116999938
34,0.3408381459243754,2.7039548366627795,624.6127703000093
35,0.4614584373666885,2.8905205371532032,642.7078811000101
36,0.4258937653708965,2.7852250946328994,661.6208458000037
37,0.45731038971150173,2.082446869890741,680.6373024999921
38,0.429230319882961,1.899742229441379,699.2111672000028
39,0.4198613420445868,1.9289664659094303,716.8624072000093
40,0.3536657859036263,2.310416581782889,734.1872055999993
41,0.2751972616669979,2.2900381859312664,750.2741554999957
42,0.18685492730521142,2.7562462350155443,766.5209591999883
43,0.1818744384862007,4.615851935934513,783.9810971000115
44,0.20333774184927028,4.548802634502979,802.8384898999939
45,0.13263117572728625,3.9877387483069238,822.2421571000014
46,0.20442039823912558,3.67959119411225,840.3223685999983
47,0.21380615868466965,4.155154478803594,858.7400734999974
48,0.172644852640781,4.454031569907006,877.7647653000022
49,0.14533428793891948,3.902404037435004,896.0952782999957
50,0.21369854154738974,3.5841130429125845,912.7808566000022
51,0.28745465925399294,3.5889775671857467,929.2305289999931
52,0.25233090076040715,4.129767456460506,944.8423322000017
53,0.22724305451550383,3.5217583565001793,960.4299326000037
54,0.295429465174675,2.707419284353865,979.1394285999995
55,0.29456654102244273,2.8731282731319996,997.809064800007
56,0.22519905776419538,3.4230998597246534,1016.6743382000132
57,0.21841032917195177,3.818502956755618,1035.0940732000163
58,0.19524018507688604,3.8817038444762533,1054.338602600008
59,0.1999492699478535,4.069222028204735,1072.4826152999885
60,0.20770744938165583,3.8441284281142214,1090.6055516999913
61,0.22431995012658706,3.9160598125863584,1106.8091327000002
62,0.20270889122435387,3.649689596257311,1123.9599671000033
63,0.1996814006820638,3.798576610646349,1140.1180353999953
64,0.2301250270706542,4.444221732971516,1158.7700780000014
65,0.2459575394049604,4.698281639180285,1178.2989865000127
66,0.1938317137829801,4.074806501510295,1197.4244870000111
67,0.20731501633182486,3.2320150689875824,1215.0218407000066
68,0.18922750271381217,3.6479692448960974,1233.8692559000046
69,0.19576448626974796,3.503548248777998,1253.0977563000051
70,0.1872740961452748,3.839345344584039,1269.960441000003
71,0.16895903618411814,3.807512302601591,1285.339611000003
72,0.17840162800981643,3.7364087825125836,1300.8741309999896
73,0.19624762300481188,3.6654057583910356,1316.3864182000107
74,0.20921758708167584,3.5507928422156803,1333.2619986000063
75,0.19300181612055353,3.56324655857492,1351.2320750000072
76,0.18624972241356016,3.3553738867982905,1369.2820259
77,0.20696658374781304,3.6045441312992827,1388.1686689000053
78,0.1841711253561872,3.8196105236702778,1407.9276824000117
79,0.20959792362248644,3.5817183109039954,1426.783480300015
80,0.1965104584364181,3.6717697610246374,1445.8307001999929
81,0.21212411909661394,3.450322793392425,1462.6484505000117
82,0.19259960074374016,3.447307684066448,1479.8418704000069
83,0.20736693838175307,3.272055301260441,1496.6764204000065
84,0.20473024445645352,3.2746151254532183,1515.5626369999954
85,0.21475826254550448,3.3358456205814444,1534.7782523999922
86,0.19487569531861773,3.222075939178467,1554.35549419999
87,0.20576849846129722,3.585688535203325,1574.310697000008
88,0.17812594695294157,3.906710511065544,1593.8748041999934
89,0.19840267972743258,3.9588216812052623,1613.1777965000074
90,0.22657159681015826,3.7126248359680174,1630.7775853000057
91,0.22844597399234773,3.4673258497359907,1646.9938104999892
92,0.26000429322110846,3.0660207819431387,1663.2418681000127
93,0.24481951125124668,2.8602089917406124,1678.6501438000123
94,0.2313360910466377,2.987155049912473,1696.4781434999895
95,0.2301158850497388,3.135139546495803,1714.1546241999895
96,0.23067979111950448,3.046283700618338,1733.1818270999938
97,0.2341205856901534,3.2196868277610617,1750.8866108999937
98,0.20138936271058752,3.376627834807051,1769.0499031000072
99,0.22576046338740816,3.3092648049618334,1787.1224637000123
100,0.21852665410396901,3.369836594196076,1804.3213308000122
101,0.22920387323866498,3.261944720085631,1819.90867840001
102,0.26149728862529104,3.2462056586082944,1835.5373086000036
103,0.24475306792462126,3.3871044158935546,1851.3396950000024
104,0.2102801701806961,3.3934340598735404,1867.8924062000006
105,0.24076275768432212,3.2732558737409874,1886.8280953000067
106,0.24374553123687176,3.225339021074011,1906.2861891000066
