epoch,loss_C,loss_G,epoch_time_sec
0,-0.7320933317697085,-2.134993768106751,62.1546415000048
1,-0.4921402582799448,-0.6315441439077178,124.8169293999963
2,-0.3777569521464773,-0.1934405842332789,178.35204030000023
3,-0.3224847437380982,-0.11231006120370307,229.85153519999585
4,-0.2885350376875924,0.027830573466312545,264.71816260000924
5,-0.2652308755250437,-0.1376285483819375,327.86852240000735
6,-0.25017440542936137,-0.06956936750210511,399.6418840000115
7,-0.19678516268555415,-0.13608386302550535,466.13075090001803
8,-0.17992593763527204,-0.2709803171103387,532.2936506000115
9,-0.189080006953305,0.05033554954266648,597.799364800012
10,-0.20727883622304463,-0.05580896934790255,658.4725848000089
11,-0.20559951808752377,-0.08043876797596772,696.1919188000029
12,-0.19099938147929685,-0.030299357018683717,731.0398707000131
13,-0.15124900415658887,-0.20966729316224994,769.2226949000033
14,-0.07982060028049451,-0.6634821457046666,798.9993907000171
15,-0.06776044554085033,-0.5374563395284983,828.4716915000172
16,-0.08067891645267097,-0.017179495705637152,858.1621625999978
17,-0.03975468255660888,-0.8365837467366707,887.8432343000022
18,-0.08857025261740012,0.2972447588758817,917.5306234000018
19,-0.10854813932939601,-0.20052514141916966,948.3618297000066
20,-0.09253116587419181,-0.09024107063473114,978.2017364000203
21,-0.114985791420433,-0.13556841343317602,1010.204163700022
22,-0.0890409115558939,-0.15709205966235312,1042.29637310002
23,-0.0789394892631039,0.09014549789014957,1074.6885773999966
24,-0.09054034933257205,-0.9746419033415413,1112.1745732999989
25,-0.06895004186832876,-0.6099828035567703,1160.143011200009
26,-0.040452275606892955,0.06050681188327274,1208.3111768000235
27,-0.040184956751287235,-0.5001299627589931,1261.1490235000092
28,-0.0752203885358381,0.38548229521374777,1310.4365251999989
29,-0.055525593991591925,-0.16024782972634713,1358.7970778000017
30,-0.05780289269812993,-0.05887475684692245,1407.2646349999995
31,-0.0696784010258263,0.08477163678710299,1455.6992614000046
32,-0.06786595910970272,-0.7576106903733991,1503.6303606000147
33,-0.06562925532722333,0.10168950497356456,1550.9715831000067
34,-0.07309766004645407,0.12593600300397836,1597.1358545999974
35,-0.06370106568333628,-0.3163291870756373,1643.4935542000167
36,-0.04919859833850551,-0.24563600013215245,1689.5814594000112
37,-0.04628645133223138,-0.7961863683514805,1735.7987092999974
38,-0.055067019836544225,0.4173758872293198,1783.907531600009
39,-0.04243151474186082,-0.45202487336346575,1830.1468810000224
40,-0.05981834121832827,0.025002097661323004,1876.7275956000085
41,-0.0446878262067726,-0.27876536468310015,1924.405174500018
42,-0.061785189933808785,-0.13007488347806417,1970.9508571000188
43,-0.03203608970840904,-0.2938851592730287,2017.6334965999995
44,-0.02159016261823033,-0.53382741519176,2064.2778112000087
45,-0.02513374709926331,-0.12163540507581876,2113.136591800023
46,-0.050928148572474144,-0.2522617196976972,2161.1304569000204
47,-0.03539281307311574,0.18169534758184114,2214.8456091000116
48,-0.055442772484791555,0.23658500789954606,2267.9664963000105
49,-0.04841079746942912,-0.6615865707575187,2317.776536500023
50,-0.03978947857340206,-0.7485850007960331,2368.5703915000195
51,-0.03992755852807472,-0.16644291973003605,2418.2422345000086
52,-0.03917992672741985,0.1079146011830814,2468.3089294999954
53,-0.03200596840486232,-0.18568299450168907,2516.2229165000026
54,-0.04284522179414882,0.024340853355189502,2563.9819518000004
55,-0.027973441135779674,-0.5697796864970984,2611.8724064000126
56,-0.03598497169090312,-0.17908488210243012,2659.556086800003
57,-0.033253341857572276,0.032340654555255414,2707.1017792000202
58,-0.03787736398632577,-0.7350155836516576,2757.8756529999955
59,-0.03509118571829821,-0.31546875329584934,2808.6993046000134
60,-0.045870183767484765,0.005601042789021836,2859.7136390000232
61,-0.043644950514845945,0.00718252267837445,2910.1479735000175
62,-0.030602565110980796,0.24419907941870184,2961.1043948000006
63,-0.04741174649012321,-0.13042150317258866,3011.7480299000163
64,-0.03180143643331442,0.11252576363052545,3062.2849875999964
65,-0.008135965463148355,-0.387316870376287,3114.0957309000078
66,-0.05521447695156277,0.45591115120397224,3164.723296400014
67,-0.010177616466845531,-0.4910407255072075,3215.3313027000113
68,-0.10533836960935516,1.4162575835064213,3261.8318298000086
69,-0.033584327340475534,-0.5776875767805206,3301.5325476000144
70,-0.007815321026715453,-0.16602980406251924,3342.024108200014
71,-0.01788264350690839,-0.09012061891122175,3380.9726500000106
72,-0.006188442357885304,-0.31693158085162104,3422.4013229999982
73,-0.0358521258033542,0.0306187902154254,3461.595690200018
74,-0.017260508457504545,0.05550635224784107,3500.6597340000153
75,-0.009656635757638955,-0.4953307205124069,3540.0090073000174
76,-0.07216053698807637,-2.153329839822707,3579.284203899995
77,-0.05239329248168337,-2.4226733372409717,3618.489186300023
78,-0.06124109580992723,-0.06300967184806006,3657.351935100014
79,-0.0733511871237284,-1.842207008101759,3697.678569300013
80,-0.025267636439185153,-0.6838036359115037,3737.287436200015
81,-0.04691632369886647,-1.413569423723529,3776.0696102000074
82,-0.06656085401932314,-2.857081712310963,3814.781099900021
83,-0.00505423893129874,-0.014750417449877961,3853.4318634000083
84,-0.01789177262833886,0.25147102580769165,3892.0787286999985
85,-0.06280306280255,-2.4040879088023037,3930.8007685000193
86,-0.052497900145322976,-1.736020705861244,3969.509195200022
87,-0.04864073459452181,-1.6071971889122574,4008.282929900015
88,-0.018996562166953647,0.2653172514411305,4048.1788972000068
89,-0.03307508966788205,-0.17987191145355974,4085.6587964000064
90,-0.04580485872678093,-1.0459720388527458,4117.321075600019
91,-0.0665879338111943,-1.8587269630468786,4155.963584700017
92,-0.030661194804591188,-0.6189714666214714,4194.97328190002
93,-0.01817058490545574,-0.255610837043126,4234.941635900002
94,-0.009605503672841135,0.2692469259632676,4274.9366018
95,-0.02396352919203831,-0.16150433692866678,4315.786863900023
96,-0.036657393113302905,-1.4264118339755196,4356.083897500008
97,-0.022256802410338578,-0.6779334710802072,4396.199935200013
98,-0.06853678733594953,-2.952484950244522,4436.015920300008
99,-0.07889249394776851,-2.0764587927065583,4475.863332600013
100,-0.05709067787339629,-1.8627152974242722,4516.024792200013
101,-0.008422703028960364,-0.04857140478056504,4556.466179100011
102,-0.04483615366904847,-1.3938753211459736,4597.291149099998
103,-0.05595958851404917,-1.657681245292261,4636.906031999999
104,-0.06615571602960545,-1.9359378102344713,4676.3609841
105,-0.06935616909136086,-0.08254177163681214,4716.6980313000095
106,-0.13143197794689107,-0.18628465942219335,4756.413162800018
107,-0.13224934901613225,-0.19869681392378832,4796.691331400012
108,-0.11835264715262805,-0.1904402369410415,4836.206615500007
109,-0.09409570458934886,-0.8775670363268416,4875.85422790001
110,-0.06327870964114346,-1.5086374002923844,4916.087917299999
111,-0.05735807308414852,-2.07002666936532,4955.978249500011
112,-0.07863700712429308,-3.7072732148648324,4995.974658799998
113,-0.02493051800892742,-1.3710446200057516,5036.038034700003
114,-0.0021871468755348157,0.1339852733215396,5075.727215899999
115,-0.004737568956448325,0.12185178381075133,5115.060072499997
116,-0.04809687704102063,-1.5766736497717309,5154.478317500005
117,-0.07039936501751227,-2.67514923709963,5193.400294499996
118,-0.036622460967084686,-1.2786000264832862,5232.248820100009
119,-0.035118569290714226,-1.495755927589561,5272.572723300022
120,-0.006140405617963109,0.04297306854749468,5313.123504100018
121,-0.014151301406530429,0.18886664983576168,5353.383581900009
122,-0.06552713776408418,-2.346089477934785,5392.629613199999
123,-0.07997122863784178,-1.9833335450538663,5432.170614100003
124,-0.040260720877910154,-1.5082452968954405,5471.565680600004
125,-0.05831732576363472,-2.433724566156279,5511.785128800024
