epoch,loss_D,loss_G,epoch_time_sec
0,0.05629886122856369,6.116211108451194,22.714398799929768
1,0.02232881009955197,6.142849134891591,44.15869820001535
2,0.05778623562940258,5.355099517741102,66.44721810007468
3,0.07854106859799395,4.064328935298514,89.87981339986436
4,0.11213031865735637,3.8257638312400655,115.99656830006279
5,0.11119036272643729,3.870283385033303,137.04083850001916
6,0.16454036885753592,3.3456383157283702,157.7332625000272
7,0.17406952454054608,3.6093282702121328,179.55241160001606
8,0.19190931844901532,3.029928206890187,203.74855230003595
9,0.19820119090219762,3.156162626946226,226.88598600006662
10,0.18232131009089186,3.068167125925105,248.78609999991022
11,0.2239874800786059,2.6283630305148185,275.75015460001305
12,0.2010721094747807,2.7547499879877617,322.5130407998804
13,0.20307894111313718,2.855891729415731,371.30599760008045
14,0.24198457265787937,2.7773988394027063,424.23991289990954
15,0.22879464328289031,2.626930415376704,467.5124110998586
16,0.2279400403829331,2.6180821910817573,524.0441344000865
17,0.2673179238717607,2.709848923886076,577.9465338999871
18,0.2455948735488222,2.434224525918352,632.4628145999741
19,0.21138311355037892,2.7057334483938016,655.742891300004
20,0.2498735025525093,2.870959361816974,678.3446629000828
21,0.2369164155201709,2.5074477824758974,701.9112062000204
22,0.2388922688174755,2.4905854088194825,725.0768401999958
23,0.21887278417323497,2.6723271035133522,780.173086799914
24,0.24004086221152163,2.5846522458056187,825.4291530998889
25,0.23907613617942688,2.629701584197105,872.0740867999848
26,0.25751554671120136,2.613297431773328,927.1472473000176
27,0.23921507549412707,2.542639130480746,980.170134899905
28,0.22991339348732157,2.436402255930799,1034.1409267000854
29,0.26209982316544717,2.527354503185191,1087.7682457999326
30,0.26469504064384924,2.739657101986256,1140.7442753999494
31,0.24565333080418567,2.5181069835703425,1179.2778248998802
32,0.2540528574839551,2.632049940494781,1205.8912984998897
33,0.2522767076783992,2.4986064728270185,1226.0701875998639
34,0.22829399765171904,2.6799333455714773,1245.7778473999351
35,0.22161376847231642,2.6660218598994803,1266.5363016000483
36,0.25051221727056705,2.6088707667716005,1292.1265791000333
37,0.22306450491255903,2.643560806741106,1345.1344965999015
38,0.22178883042107236,2.714791796055246,1404.4546042999718
39,0.22883886060816178,2.7314741144789028,1461.8778116998728
40,0.20739932183889634,2.5688799452274402,1520.551590200048
41,0.19771812570855973,2.6884607482463756,1577.3761167998891
42,0.2046899734025306,2.700665136093789,1635.9735379000194
