epoch,loss_C,loss_G,epoch_time_min
126,-0.1291826215069344,-0.0676268684979964,58.35352634166678
127,-0.1310618757250461,0.004077664455597,58.67183826833109
128,-0.1389773037458987,0.1937900814604252,59.042673923331314
129,-0.1535097969751409,0.2951938368063024,59.38216457833381
130,-0.1754197622740522,-0.9429510662134024,59.69779532666629
131,-0.188940419821029,-1.5008450089458456,60.02584550333365
132,-0.1639756784794178,-1.2702599710606517,60.38614933500067
133,-0.1488466261485789,-1.297293098952542,60.75886367999871
134,-0.1615786200888613,-1.0241093590736705,61.138521218334795
135,-0.1351882760068203,-1.3586705872353086,61.50966859333373
136,-0.1266367280293018,0.0036419298539453,61.84473804666583
137,-0.1282132336497307,0.0071821038527017,62.22797447166716
138,-0.1295249135570323,0.0237931894133501,62.54610515499953
139,-0.1247616546268158,0.013278837298152,62.90248792333295
140,-0.1185330598975749,-0.013374397964613,63.326145324999615
141,-0.1132587571885991,-0.0540144223848635,63.70749141999987
142,-0.1084740456748516,0.0303352333625104,64.08887303000083
143,-0.1061387304422703,0.0317055732695425,64.45250130833205
144,-0.1028923833497027,0.0484462952825855,64.79046110333098
145,-0.1447528807866446,0.25791558021521,65.18978296833423
146,-0.1716585484194628,0.2156224005954696,65.50773442999926
147,-0.1364749453613098,0.1186466416145892,65.82563410333435
148,-0.1341293916470827,0.2397647754507179,66.16201524666589
149,-0.1124530464283963,-0.4721984750571403,66.55461920166466
150,-0.0964683352062042,-0.8246423491138093,66.98399199166646
151,-0.0786661413502185,-0.6948142206970047,67.35536999333416
152,-0.0828170903566035,-0.2754622601468037,67.75079231166747
153,-0.0779450058112753,-0.2725770624869681,68.11487869833363
154,-0.078111297098246,-0.1553466708310186,68.46780968833482
155,-0.078087813575217,-0.112995937767815,68.86254242499902
156,-0.0783749837935604,-0.0498220542262486,69.25572316499893
157,-0.0779696589446765,-0.0861552893639879,69.64042793000117
158,-0.0820838117329998,0.1753110149429437,70.02934434666531
159,-0.1330445597273238,0.4774353681488874,70.41653396833378
160,-0.1093993889595917,-0.9220200855483084,70.80832897166644
161,-0.1214817561550026,-0.335913673548543,71.17292003666516
162,-0.097206693890881,-0.4935410842854292,71.57017609333464
163,-0.0921030198489415,-0.5381019332743389,71.91759220499856
164,-0.0753459771627441,-0.2505684424825805,72.30368621499899
165,-0.0886144842865302,-0.2029539241950879,72.64327936333139
166,-0.0997118098383888,0.2061655488657824,72.97388641833095
167,-0.1012738722166482,-0.1166307013660193,73.29302280499833
168,-0.0656014110893011,-0.4793283100487625,73.62425094499874
169,-0.0675320417988807,-0.0599889808512748,73.94484441999812
170,-0.0687707788782551,-0.0414035689719813,74.30497063333169
171,-0.084261050743467,0.0746131630792738,74.66866765166633
172,-0.0926992070611487,0.0961157942061966,75.05582223166712
173,-0.1056660779850914,-0.0445989773370959,76.47181077499796
174,-0.1214920531530329,0.1766937615131919,78.05514804666551
175,-0.155947083228446,0.48994174998531,79.42712690833335
176,-0.1545944567563686,0.5153559019590946,81.11786311999894
177,-0.145547935328585,0.4466358527224114,82.40367173833462
178,-0.1454715439360192,0.3124036247425891,83.73247008333371
179,-0.1362414319337682,-0.1015384279013155,85.07227530833333
180,-0.1319121263667624,-0.0769178365961589,86.43360457166564
181,-0.1312498086912835,-0.0850233855786079,87.76783610500085
182,-0.1249947451562323,-0.0771065747008678,89.11741952166582
183,-0.1240951638621218,-0.0476050945043445,90.48508705833228
184,-0.129856317033793,-0.0321403403677284,91.82940928000025
185,-0.1260288831464787,-0.0279055391274828,93.19359866000013
186,-0.1253004467265403,0.0023142610280279,94.55562938333411
187,-0.1293613577396311,0.0184586490910658,95.88991133500048
188,-0.1203952425908535,0.0008217316269478,96.87432137499951
189,-0.1187382785849114,0.0003233309369534,97.86098397000072
190,-0.1131959938670092,0.0909253589650418,98.88459204999963
191,-0.122369173410091,0.4193838589368983,99.86845055333107
192,-0.1096135435649689,0.2794095066712891,100.85830348666447
193,-0.1415665318927866,-1.5619624430947798,101.834519854999
194,-0.1307142041179728,-1.9067536868234265,102.8349747983312
195,-0.1407709273378899,-1.5373069070755168,103.8215064283344
196,-0.1316993123166104,-1.644766095217238,104.8200932883347
197,-0.1308077314939904,-1.6578114593282658,105.81571218333362
198,-0.1389909581174241,-1.4844622641167742,108.35034113999767
199,-0.1162188891654319,-1.4285413295664686,108.84355061833436
200,-0.0791143351412834,-1.8546634367171757,109.33893234166705
201,-0.0590048796794515,-0.7765307058897266,109.51785278333118
202,-0.0636513444400848,-0.1822243875407792,109.91937571333256
203,-0.0653948624432086,-0.3493658070630849,110.32120240333414
204,-0.0846204104702523,-0.6575777876468256,110.73068489833192
205,-0.0906844104224063,-0.2660312046990433,111.11118068666741
206,-0.089963495277978,-0.1814305663247533,111.45416220333428
207,-0.0899278936582676,0.0191797553105874,111.75277696166498
208,-0.0911591477058035,0.0346724001958252,112.12349713499813
209,-0.0902369601802623,0.0242298518802891,112.51061883166743
210,-0.0898818662255368,0.0701754930468791,112.8823028216643
211,-0.0897464241753233,0.0938671469817215,113.30711877333233
212,-0.0916360100842219,0.0989204281014687,113.65425889833132
213,-0.1095384766193146,0.1313922160364529,114.06270363666505
214,-0.1409516827682865,-0.2436776074323248,114.46483202499803
215,-0.1364797759801149,-0.0739682328907099,114.84823843999767
216,-0.1268683417648711,0.0224895650164244,115.21094666666662
217,-0.0875455082921271,-1.5096976780669489,115.63125295999926
218,-0.0251999976406706,-0.9412204049369122,116.03949332666429
219,-0.0231603237415881,-1.6944113224110704,116.44740449333331
220,-0.026730244666972,-1.542869815420597,116.85661274500113
221,-0.067779030829985,-0.8500506177544593,117.25498260333357
222,-0.1109453721994415,-0.031246001164409,117.59196391333438
223,-0.0976088881492614,-0.0548436801127613,117.89356262833267
224,-0.072818531350411,-0.2491604119895937,118.24593476166483
225,-0.0714271261416217,-0.1727306255337564,118.53448457166475
226,-0.078985476367017,-0.0253843713442775,118.92733188333223
227,-0.0763113267244176,0.1147575767284774,119.29091644833098
228,-0.0782002774229709,0.055341117813232,119.71142253333237
229,-0.0814835036308207,0.1094232522545659,120.09093352166626
230,-0.0833603727373671,0.0597506871199274,120.51453007999808
231,-0.0884147112800719,0.0354300336307905,120.92723516666639
232,-0.0973395245221067,-0.0003635901521812,121.27834100833473
233,-0.1433403367121168,-0.1710760871146587,121.63941270333405
234,-0.1317153140696439,-0.5637549427833329,122.05977027166712
235,-0.081750315010072,-0.626083752259295,122.4267121883342
236,-0.0925346094726565,-0.5358417207177015,122.77627263333416
237,-0.0834796642781572,-0.7126977493273134,123.16184927000043
238,-0.0811202397839503,-0.5526417071713094,123.54162044166587
239,-0.0322419075984904,0.6203786265342793,123.95410594999946
240,-0.0220115474710597,-0.0293384525330459,124.34198590333108
241,-0.0590932024642825,-0.3864406538374246,124.70836712833261
242,-0.0816481515915786,-0.4217469491876979,125.10716656500009
243,-0.1105854113843846,0.1884683890783406,125.47088377166462
244,-0.0899747446781777,-0.4487461025291618,125.83886640499888
245,-0.068988212422329,-0.2577423341017454,126.23875279499916
246,-0.0673669867653479,-0.3538640927444113,126.69154942666646
247,-0.0740977963793309,-0.2845360775002615,127.11170463499924
248,-0.0775920482233483,-0.2045032106617346,127.60612397333219
249,-0.0734167612978118,-1.1821725426122862,128.0975932300013
250,-0.0408771269197793,-0.3684610898467771,128.50647489833256
251,-0.0649008283589748,-0.1452828471707378,128.98220302833167
252,-0.0641616041431243,-0.1792047770099437,129.40045497999915
253,-0.0582820751042442,-0.1417287324951525,129.87637972000132
254,-0.0624625922961437,-0.044369695145399,130.30040543999834
255,-0.0580551182478666,0.0035389301485996,130.72415163166588
256,-0.0611235879345777,0.0586425329320766,131.11137009333274
257,-0.0621888475643193,0.0950674221454624,131.5181000550006
258,-0.0658513121512976,0.0374343212981252,131.9418631183333
259,-0.0694539454500091,0.018043293762318,132.34220362333193
260,-0.1106349395580114,0.0728208914518039,132.67172340500014
261,-0.1338378021136877,0.1378634578607818,133.02166991500027
262,-0.1008592838952516,-0.0210736180794365,133.409369691667
263,-0.0502558693614728,-1.2961663630850455,133.83021044333387
264,-0.0607964749301367,-0.9568267081963256,134.22399090666633
265,-0.050797959033479,0.0869436413029882,134.6528612383331
266,-0.0446554211324992,0.0317435371530975,134.95539936999947
267,-0.0492290498863192,0.0043083010657512,135.2787652633347
268,-0.0543416031790857,0.0986809990566937,135.62080147999805
269,-0.0632120708701141,0.0945479119236164,135.95393176666693
270,-0.0619968376685171,-0.0653133822684275,136.2991347349986
271,-0.0608600037858048,-0.0781133137722598,136.64352980833112
272,-0.0771069334851617,-0.051457794795328,137.01410572999933
273,-0.0807949102685806,-0.2851533509275697,137.37556681000083
274,-0.0862384860439503,-0.3366543822862366,137.68701787999987
275,-0.0831516938886426,-0.0618683653903451,137.99459195499853
276,-0.06964680545785,-0.0561271533627617,138.31746329000063
277,-0.0460278647733812,-0.2656870512212527,138.6525081766653
278,-0.040446553883004,-0.125205788467119,138.98183434666524
279,-0.0310923555802474,0.0281269394307139,139.3129038066681
280,-0.0396267918354653,-0.0597707980153884,139.70351755000107
281,-0.046821756914575,-0.1243274653251183,140.09854295166443
282,-0.0458535086391295,-0.0543443427024845,140.48353622000045
283,-0.0463686480075913,-0.015866194193826,140.7757939566664
284,-0.0498766260649612,-0.107666906283455,141.06685987333378
285,-0.0481988743752082,-0.0789993515406596,141.365976051668
286,-0.0792771764139228,-0.0914476992641674,141.69596700333446
287,-0.065146232843399,-0.0740619786797051,142.0179157266665
288,-0.0589555530971352,-0.2685037131678868,142.3462470683347
289,-0.0667452426793727,-0.1792472301368066,142.67010603333281
290,-0.0801910678796628,-0.2831289764771119,143.02524274166595
291,-0.0842353263766841,-0.5499474955643429,143.34723315833446
292,-0.0700128063876578,-0.1705880482938695,143.664472989998
293,-0.0510789019190409,-0.0820937816410305,144.01669764166775
294,-0.0519514283363489,0.0517529017470301,144.34363342499904
295,-0.0564107089886005,0.1417441964010767,144.68564764833232
296,-0.0579369036330187,0.03723552418734,145.03196202166535
297,-0.0609908229413818,0.07039111324368,145.3412460033316
298,-0.0669113388879502,0.0564458383514763,145.66553101666506
299,-0.0679365514091988,0.1243118474304557,146.01628463000137
